ID,Название,Авторы,Издатель,Год выпуска,Платформа,Жанр,Дата выхода,Графика,Музыка,Язык интерфейса,Описание,Имя файла 1,Описание файла 1,Имя файла 2,Описание файла 2,Имя файла 3,Описание файла 3,Имя файла 4,Описание файла 4,Имя файла 5,Описание файла 5,Скриншот 1,Скриншот 2,Скриншот 3,Скриншот 4,Скриншот 5,Скриншот 6,Скриншот 7,Скриншот 8,Скриншот 9,Скриншот 10,Скриншот 11,Скриншот 12,Ссылка на страницу,Дата добавления,Видео,Исходники,ГитХаб
138,LIFT,,,,БК0010,Демо,,,,,"Возможно, первоначально это планировалась как игра-бродилка, но в итоге получилась только демка",lifta7fb.7z,,,,,,,,,,1395902759_r-games.net_1.png,1395902749_r-games.net_2.png,1395902829_r-games.net_3.png,1395902773_r-games.net_4.png,1395902827_r-games.net_5.png,1395902795_r-games.net_6.png,,,,,,,https://r-games.net/138-lift.html,,,,
682,LODE RUNNER,Марков А.,ACTION,,БК0010,Лабиринт,,,,,"Ваша задача, собрать все клады в лабиринте для перехода на следующий уровень, при этом не попасться стражникам. Версия игры для одного игрока.",lode_runner3c55.zip,,,,,,,,,,1491293448_1.png,1491293430_2.png,1491293428_3.png,,,,,,,,,,https://r-games.net/682-lode-runner.html,,,,
683,LODE RUNNER,Марков А.,ACTION,,БК0010,Лабиринт,,,,,"Продолжение Lode Runnera с обновленными уровнями. Ваша задача, собрать все клады в лабиринте для перехода на следующий уровень, при этом не попасться стражникам. Версия игры для одного игрока.",newloderunnerd7e6.zip,,,,,,,,,,1491203153_1.png,1491203204_2.png,1491203135_3.png,,,,,,,,,,https://r-games.net/683-lode-runner-new.html,,,,
20803,LODE RUNNER - БК0010 (ACTION),Марков А.,ACTION,,БК0010,Лабиринт,,,,,"Ваша задача, собрать все клады в лабиринте для перехода на следующий уровень, при этом не попасться стражникам. Версия игры для одного игрока.",lrunner3d34.zip,,,,,,,,,,1491203633_1.png,1491203664_2.png,1491203616_3.png,,,,,,,,,,https://r-games.net/20803-lode-runner.html,,,,
681,LODE RUNNER (FROM WEX),Вальтер Н.,WEX,,БК0010,"Аркада, Лабиринт",,,,,"Ваша задача, собрать все клады в лабиринте для перехода на следующий уровень, при этом не попасться стражникам.Данная версия игры с другой графикой и другим набором лабиринтов.",lode_runner_wex2a6f7.zip,,,,,,,,,,1464682249_1.png,1464682226_2.png,,,,,,,,,,,https://r-games.net/681-lode-runer-from-wex-2.html,,,,
527,LOGIC-7A,"Сибиев Р, Латифуллин И,Сулейманов Т.",Актюбенская средняя школа 1,,БК0010,Логическая,,,,,Данная программа является реализацией идеи программы LOGIC для ПЭВМ YAMAHAВам необходимо пройти 7 логических лабиринтов.,logic-7a63d4.zip,,,,,,,,,,1342079836_1.jpg,1297156749_3.jpg,1297156725_1.jpg,1297156778_2.jpg,,,,,,,,,https://r-games.net/527-logic-7a.html,,,,
528,LOGO,Gralsoft,,,БК0010,Логическая,,,,,Вам предстоит собрать нужную фигуру в нужном месте. Только при соблюдении этих правил Вы пройдете в следующий уровень.,logoa427.zip,,,,,,,,,,1342079450_1.jpg,1297157167_2.jpg,1297157129_1.jpg,,,,,,,,,,https://r-games.net/528-logo.html,,,,
248,LONG RAID (S&M),S&M,,,БК0010,Леталка-Стрелялка,,,,,"Дальний рейд. Вы - командир дальнего бомбардировщика. Ваша цель - уничтожить важный стратегический объект в тылу противника. И вот, Вы летите над вражеской территорией. Уничтожайте технику и солдат противника.",long-raid-sm56d4.zip,,,,,,,,,,1365156534_1.png,1365156583_2.png,1365156586_3.png,1365156570_4.png,1365156554_5.png,,,,,,,,https://r-games.net/248-long-raid-sm.html,,,,
363,LOСO,Васильев Роман,WF,,БК0010,Аркада,,,,,"Ваша задача проехать на паровозе фирмы ""LOSO"" до Москвы.",loco4a17.7z,,loco_saschewitchf91d.zip,,,,,,,,1394615099_1.png,1394615089_2.png,1296735761_1.jpg,1296735827_2.jpg,,,,,,,,,https://r-games.net/363-loco.html,,,,
366,MAG,Комарчук О.А.,,,БК0010,Аркада,,,,,"Погрузитесь в магический мир игры MAG, где вам предстоит взять на себя роль могущественного мага, защищающего замок от разнообразных напастей! Ваша миссия – использовать всю свою магическую силу, чтобы отразить атаки злобных существ. Гады начинают активизироваться через три минуты после начала игры. Используйте это время с умом, чтобы подготовить свою стратегию. Каждый гад имеет 9 попаданий, прежде чем он будет повержен. Будьте точны и расчетливы в своих атаках.",mage169.zip,,,,,,,,,,1491299495_1.png,1491299479_2.png,,,,,,,,,,,https://r-games.net/366-mag.html,,,,
854,MAGICIAN I,Борисенко М.А. (IMS),АЛЬТПРО,,БК0011М,Квест,,,,,"В этой игре вы погружаетесь в мир магии и волшебства, где вам предстоит взять на себя роль начинающего волшебника, стремящегося стать величайшим магом всех времён.",magicia1b556.rar,,,,,,,,,,1491384255_2.png,1491384231_3.png,1491384291_4.png,1491384266_5.png,,,,,,,,,https://r-games.net/854-magician-i.html,,,,
367,MAN,Комарчук О.А.,,,БК0010,Аркада,,,,,"В этой игре вы смотрите на лабиринт сверху, что позволяет легко ориентироваться, простирающемся от левого экрана к правому. Ваша задача – провести героя через множество опасных препятствий, которые подстерегают его на каждом шагу. В этой игре вы смотрите на лабиринт сверху, что позволяет легко",man7f96.zip,,,,,,,,,,1491384872_2.png,1491384823_5.png,1491384889_1.png,1491384862_3.png,1491384881_4.png,,,,,,,,https://r-games.net/367-man.html,,,,
250,MARS,,,,БК0010,Леталка-Стрелялка,,,,,Самая первая версия игры МАРС,mars1f9de.7z,,,,,,,,,,1365155469_1.png,1365155528_2.png,1365155479_3.png,1365155537_4.png,,,,,,,,,https://r-games.net/250-mars.html,,,,
249,MARS,Марков А.,ACTION,,БК0010,Леталка-Стрелялка,,,,,Вы являетесь властителем планеты и должны защитить беспомощных жителей от нашествия марсиан. Ваша задача управляя космическим кораблем уничтожить марсиан.,mars2ee3.zip,,,,,,,,,,1365156071_1.png,1365156096_2.png,1365156060_3.png,1365156093_4.png,1365156057_5.png,,,,,,,,https://r-games.net/249-mars.html,,,,
251,MARS,,,,БК0010,Леталка-Стрелялка,,,,,"Ещё одна версия игры MARS, без каких либо заставок.",marsbk108f1.zip,,,,,,,,,,1365152698_1.png,1365152652_2.png,,,,,,,,,,,https://r-games.net/251-mars.html,,,,
25800,MARTI 1 (БЕЙСИК),MAX Corp.,,,БК0010-01 БЕЙСИК,Леталка-Стрелялка,,,,,"Игра в стиле SPACE SHUTTLE и аналогичных, написанная правда на БЕЙСИКЕ. Ваша задача пролететь несколько уровней, по возможности, не встречаясь со встречными объектами и не падая в воду.",marti1d0f5.zip,,,,,,,,,,1491469226_1.png,1491469244_2.png,1491469269_3.png,,,,,,,,,,https://r-games.net/25800-marti-1-beysik.html,,,,
530,MAXIT (ФОКАЛ),,,,БК0010 ФОКАЛ,Логическая,,,,Русский,"Простая игра с числами для детей. Игрок и компьютер по очереди выберают по одному числу и берут их себе, причем игрок может выбирать число только из строки, а компьютер-из столбца, в котором находится курсор.",maxitfocalbdf3.zip,,,,,,,,,,1342079274_1.jpg,,,,,,,,,,,,https://r-games.net/530-maxit-focal.html,,,,
758,MIAMI COBRA (БК0011М),Польский Сергей,Serg Polsky,,БК0011М,Ралли,,,,Английский,"Отличные гонки, с заносам на поворотах и переключением передачИгру добавил Leonid",miami-cobra0fa2.zip,,miami_cobra_bk0011_patched6da6.zip,,,,,,,,1330693355_1.jpg,1297685840_1.jpg,1297685838_2.jpg,,,,,,,,,,https://r-games.net/758-miami-cobra-bk0011m.html,,,,
31551,MICKEY MOUSE (НА ХИМИЧЕСКОМ ЗАВОДЕ) (БЕЙСИК),GB corp.,,,БК0010-01 БЕЙСИК,Аркада,,,,,"Вам необходимо среди труб собрать все колбы с химикатами, а это не так то просто сделать.",MICKEY0ee5.zip,,,,,,,,,,1363682510_1.png,1363682448_2.png,,,,,,,,,,,https://r-games.net/31551-mickey-mouse-na-himicheskom-zavode.html,,,,
253,MILITARY MARATHON 2,"Гречишкин Александр, Успенский Павел, Фоменко Сергей, Зальцман Ю.А.",ASP corp.,,БК0010,Леталка-Стрелялка,,,Зальцман Ю.А.,Английский,"Ещё одна, доработанная версия игры Military Marathon, в которой добавлено звуковое оформление. Ваша задача - летая над горами и уклоняясь от ракет противника, подобрать как можно больше людей. При этом Вы можете бомбить и обстреливать военные объекты. Правила и звуковое оформление - Зальцман Ю.А.",militarymarathon2a7d0.zip,,,,,,,,,,1487061252_0.png,1487061246_1.png,1487061282_2.png,1487061302_3.png,1487061282_4.png,,,,,,,,https://r-games.net/253-military-marathon-2.html,,,,
688,MISS PACMAN,Online Production,Token,,БК0010,Лабиринт,,,,Английский,Miss Pacman в отсутствии своего мужа Mr. Pacmana замещает его выполняя его обязанности.,mpacmane5c8.zip,,,,,,,,,,1297663690_4.jpg,1297663735_3.jpg,1297663657_2.jpg,1297663697_1.jpg,,,,,,,,,https://r-games.net/688-miss-pacman.html,,,,
369,MISSION,OES corp.,,,БК0010,Аркада,,,,Русский,"Ваша миссия заключается в том, что Вы должны построить из кирпичей стену в половину экрана, уберегая кирпичи от коварного скалоеда.",mission0648.zip,,,,,,,,,,1491474853_1.png,1491474866_2.png,1491474786_3.png,1491474823_4.png,,,,,,,,,https://r-games.net/369-mission.html,,,,
689,MONTY,AG corp.,,,БК0010,Лабиринт,,,,Русский,"Ваша задача - пройти лабиринт, собирая различные бонусы и не попасться монстрам.",MONTYcfbf.zip,,,,,,,,,,1440071396_r-games.net_1.png,1440071410_r-games.net_2.png,1440071434_r-games.net_3.png,1440071370_r-games.net_4.png,1440071361_r-games.net_5.png,1440071379_r-games.net_6.png,,,,,,,https://r-games.net/689-monty.html,,,,
810,MOON BUGGY,Комарчук О.А.,АрагоН,,БК0010,Платформа,,,,Русский,"Ваша задача - пробираясь на луноходе по поверхности Луны преодолеть все препятствия и доставить груз по назначению. Если хотите посмотреть заставку можете запустить файл moon buggy.bin, но если вы захотите ещё и поиграть, то рекомендую запускать сразу файл игры с расширением ovl, т.к. на заставке почему то всё, благополучно виснет:)",moon_buggy25b4.zip,,,,,,,,,,1491556235_1.png,1491556253_2.png,1297762959_3.gif,1297762973_4.gif,,,,,,,,,https://r-games.net/810-moon-buggy.html,,,,
811,MOON BUGGY (CHEK),Комарчук О.А. (АрагоН),CHEK,,БК0010,Платформа,,,,Русский,"Версия игры созданная специально для фирмы СНЕК. Отличается от оригинала только одним экраном заставки, больше изменений Вы не обнаружите. Лучше запускать в эмуляторе EMU 1.01, либо в эмуляторе Калмыкова в конфигурации ""БК0010-01 + доп.32кб ОЗУ""Ваша задача - пробираясь на луноходе по поверхности Луны преодолеть все препятствия и доставить груз по назначению.",moonbuggyar5bc3.zip,,,,,,,,,,1491552446_1.png,1491555204_4.png,1491552383_2.png,1297763210_3.gif,1297763141_4.gif,,,,,,,,https://r-games.net/811-moon-buggy-chek.html,,,,
20688,MOON PATROL,DIS,,,БК0010,Платформа,,,,,"В этой игре, Вам необходимо добраться до Вашей лунной базы, используя для этого луноход, производства СССР. На Вашем пути будет множество опасностей, которые необходимо преодолеть.",moon_patrol9ae4.zip,,,,,,,,,,1491556623_1.png,1491556544_2.png,1491556568_3.png,,,,,,,,,,https://r-games.net/20688-moon-patrol.html,,,,
31552,MOONWALKER I (БЕЙСИК),"Марков М., Малышев А., Малышев Анатолий",M corp.,,БК0010-01 БЕЙСИК,Платформа,,Малышев Анатолий,,Английский,"В этой игре Вам необходимо пройти через все этажи башни, при этом не попасться в лапы кровожадных пауков.",MOONW1769d.zip,,,,,,,,,,1363683033_1.png,1363683069_2.png,1363683009_3.png,1363683049_4.png,,,,,,,,,https://r-games.net/31552-moonwalker-i-beysik.html,,,,
20689,MOUSE,,MCS,,БК0010,Аркада,,,,,По геймплею так и не понял что делать в этой игре По геймплею так и не понял что делать в этой игре MCS,mousee1fc.zip,,,,,,,,,,1491557194_1.png,,,,,,,,,,,,https://r-games.net/20689-mouse.html,,,,
371,"MUNSTERS, THE",Агапов Ю.В. (JVA),EAGLE,,БК0010,Аркада,,,,,Ваша цель пройти через туннель заполненный всякой не честью.,munsters4161.zip,,,,,,,,,,1491561203_1.png,1491561262_2.png,1491561228_3.png,1491561224_4.png,1491561298_5.png,,,,,,,,https://r-games.net/371-munsters-the.html,,,,
690,NAIL (NEW ADVENTURES IN THE LABIRINTS) (БЕЙСИК),"Астахов Ю.С., Годин А.А., Винницкий В.А.",USA & GADcorp & VITAVISION,,БК0010-01 БЕЙСИК,Лабиринт,,,,,Ваша задача: собрать 4 части бомбы и убежать до её взрыва. Мешать Вам будет спецназ,nail3fbc.zip,,,,,,,,,,1491565501_1.png,1491565448_2.png,1491565425_3.png,1491565489_4.png,1491565485_5.png,1491565508_6.png,,,,,,,https://r-games.net/690-nail-new-adventures-in-the-labirints-beysik.html,,,,
691,NAIL TANDER (БЕЙСИК),"Астахов Ю.С., Годин А.А.,Бондарев Ю.С.",GAD corp & USA & USB,,БК0010-01 БЕЙСИК,Лабиринт,,,,,"Вторая часть серила NAIL. В 2050 году Россия вышла на первое место в мире по экономическому положению. К этому времени околоземное пространство было полностью освоено. Невозможность использования Луны, полностью занятой американцами, как промежуточной базы для дальних космических рейдов, побудила Россию искать другие средства для достижения этой цели. В 2083 году эти средства были найдены. Открытие нуль-перехода позволило человечеству осуществить свою давнюю мечту - освоить Галактику. Первые космические полеты были несовершенны, они часто пропадали, а их экипажи погибали. Но погибли не все. В 2093 году космолет RIMBOLT потерпел аварию и вышел в обычное пространство на другом конце Галактики, около планеты с разумной жизнью. То, с чем было покончено ущё в 20-м веке, вновь расцвело под лучами чужого солнца... В 2156 фашистская империя объявила войну Земной Федерации. Джону Глюку было поручено уничтожить главарей Пятого Рейха. Он блестяще справился с этой задачей, но своим последним приказом Фюрер приказал взорвать планету. Джон прошел через первую часть лабиринта, взорвал гранатой выход и пересел в танк. Теперь его задача - собрать ящики с антиматерией и вернуться в исходную точку, откуда его телепортируют на Землю...",nail_tanderd2fb.zip,,,,,,,,,,1491575407_1.png,1491575469_2.png,1491575403_3.png,1491575446_4.png,1491575445_5.png,1491575429_6.png,1491575447_7.png,,,,,,https://r-games.net/691-nail-tander-beysik.html,,,,
693,NATONE,MMM&CHS corp.,NVL corp.,,БК0010,Лабиринт,,,,,Ваша задача - пройти все лабиринты собирая все копейки.,natone2c19.zip,,,,,,,,,,1491576665_1.png,1491576590_2.png,1491576641_3.png,1491576626_4.png,1491576648_5.png,1491576618_6.png,1491576602_7.png,1491576649_8.png,1491576594_9.png,,,,https://r-games.net/693-natone.html,,,,
372,NAVVY,Кириленок В.Н.,"Kлyб ""Звeздный""",,БК0010,Аркада,,,,,"Аналог игры DIGGER. Ваша задача - собрать на игровом экране все алмазы, при этом не попасться подземным существам.",navvyd042.zip,,,,,,,,,,1492411434_1.png,1492411479_2.png,,,,,,,,,,,https://r-games.net/372-navvy.html,,,,
149,NETHER EARTH (ДЕМО),AO Software,,,БК0010,Демо,,,,,Попытка реализации игры NETHER EARTH на БК. Получилась только демо версия.,ne6bfb.zip,,,,,,,,,,1395829468_r-games.net_1.png,1395829534_r-games.net_2.png,,,,,,,,,,,https://r-games.net/149-nether-earth-demo.html,,,,
21110,NEW LODE,Вальтер Н.,WEX,,БК0010,"Аркада, Лабиринт",,,,,"Ваша задача, собрать все клады в лабиринте для перехода на следующий уровень, при этом не попасться стражникам. Версия игры для одного игрока.",new-lode0e58.zip,,,,,,,,,,1492413421_1.png,1492413351_2.png,1492413353_3.png,,,,,,,,,,https://r-games.net/21110-new-lode.html,,,,
533,NEW REVOLUTION,Лимонов А.,"АО ""ОРИКС""",,БК0010,Логическая,,,,Русский,Ваша задача набрать как можно больше очков,new_revolution1a3d.zip,,,,,,,,,,1492415315_1.png,1492415333_2.png,1492415380_3.png,1492415322_4.png,1492415327_5.png,,,,,,,,https://r-games.net/533-new-revolution.html,,,,
373,NEW SHERIFF,"Гречишкин Александр, Успенский Павел, Фоменко Сергей",ASP corp.,,БК0010,Аркада,,,,,"В одном из Американских штатов, в перестрелке с бандитами, был убит шериф. На замену ему назначен новый, которому предстоит пройти тяжелые испытания. Его задача: подняться внутри строящегося небоскреба до крыши, где его ждет награда - титул шерифа. Но небоскреб полон множеством тяжелых препятствий, которые грозят будущему шерифу гибелью. Как Вы уже догадались, кандидат - это Вы.",sheriff2a51.zip,,SHERIFFb584.zip,,,,,,,,1296740032_1.jpg,1296740049_2.jpg,1296739949_3.jpg,,,,,,,,,,https://r-games.net/373-new-sheriff.html,,,,
694,NEW TARZAN,,,,БК0010,Аркада,,,,,"Для перехода на следующий уровень необходимо собрать все бананы, на игровом экране, и при этом не получить палкой по голове от обезьян, охраняющих свои бананы.",newtarzan00b6.zip,,,,,,,,,,1492416283_1.png,1492416278_2.png,1492416331_3.png,,,,,,,,,,https://r-games.net/694-new-tarzan.html,,,,
780,NINJA,,,,БК0010,Драки,,,,,Первая часть игры о неуловимом убийце Ninja,ninja_13657.zip,,,,,,,,,,1492420442_1.png,1492420401_2.png,1492420413_3.png,1492420460_4.png,,,,,,,,,https://r-games.net/780-ninja.html,,,,
781,NINJA 2,,,,БК0010,Драки,,,,,"Вам придется драться до последней капли крови, иначе Вам не выжить",ninja2bdf6.zip,,,,,,,,,,1492420811_1.png,1492420797_2.png,1492420843_3.png,1492420767_4.png,,,,,,,,,https://r-games.net/781-ninja-2.html,,,,
782,NINJA 3,,,,БК0010,Драки,,,,,Третья часть игры о неуловимом убийце Ninja,ninja_3m68b3.zip,,,,,,,,,,1492421203_1.png,1492421184_2.png,1492421178_3.png,,,,,,,,,,https://r-games.net/782-ninja-3.html,,,,
20764,OLY,,,,БК0010,Эротическая,,,,,Порно лягушат,oly.zip,,,,,,,,,,1310110462_1.jpg,,,,,,,,,,,,https://r-games.net/20764-oly.html,,,,
20749,OVER GHASTLY,,,,БК0010,Лабиринт,,,,Английский,"Игра немного напоминающая DEMON STALKER, ходим по лабиринту, собираем зелёных летучих мышей. Автор игры не представился, но внешне похожа на стиль Дженгурова.",over-chastly6e44.zip,,,,,,,,,,1492427189_1.png,1492427207_2.png,1492427222_3.png,1492427194_4.png,,,,,,,,,https://r-games.net/20749-over-chastly.html,,,,
36373,OVERKILL (БК0011М),"Чистяков Александр, Epic mega games, Include strom baltrom",BILATERAL STAMP,,БК0011М,Лабиринт,,Epic mega games,Include strom baltrom,,"Освобождение шестой планеты ""Mega"".",OVERKILL8762.zip,,,,,,,,,,1439551097_r-games.net_2.png,1439551096_r-games.net_3.png,1439551057_r-games.net_4.png,1439551100_r-games.net_5.png,1439551130_r-games.net_6.png,1439551058_r-games.net_7.png,1439551152_r-games.net_8.png,1439551127_r-games.net_9.png,1439551074_r-games.net_10.png,,,,https://r-games.net/36373-overkill-bk0011m.html,,,,
698,PAC-HALL,,,,БК0010,Лабиринт,,,,,"Игра представляет собой аналог Pacmana, судя по графике одного из первых его воплощений",pac-halld657.zip,,,,,,,,,,1322072549_1.gif,1322072574_2.gif,,,,,,,,,,,https://r-games.net/698-pac-hall.html,,,,
701,PACMAN (PAC-HALL),,,,БК0010,Лабиринт,,,,,"Разновидность игры Pacman, вполне себе играбельная. В архиве два файла с игрой, отличия только в название и переводе интерфейса.",pacman3f7d1.zip,,,,,,,,,,1492435571_1.png,1492435548_2.png,1492435525_3.png,,,,,,,,,,https://r-games.net/701-pacman-3.html,,,,
700,PACMAN 2,Водениктов А.Н.,,,БК0010,Лабиринт,,,,,"Еще одна разновидность игры Pacman, я бы сказал не самая лучшая из существующих.",pacman2834b.zip,,,,,,,,,,1492434956_1.png,,,,,,,,,,,,https://r-games.net/700-pacman-2.html,,,,
535,PANGO,,,,БК0010,Логическая,,,,Английский,"Ваша задача - управляя зеленым колобком, передвигать блоки, так чтобы замуровать всех синих колобков.",pangoe365.zip,,,,,,,,,,1492496326_1.png,1492496275_2.png,1492496298_3.png,,,,,,,,,,https://r-games.net/535-pango.html,,,,
375,PARRY FALL,TKV corp.,,,БК0010,Аркада,,,,Русский / Английский,"Вам необходимо отражать падающие вниз, в воду предметы, таким образом, чтобы они попадали в верхний проём.",parryfall83ce.7z,,,,,,,,,,1492497035_1.png,1492497075_2.png,1492497040_3.png,1492497089_4.png,1492497123_5.png,,,,,,,,https://r-games.net/375-parry-fall.html,,,,
813,PHANTIS,DMV,CHEK,,БК0010,Платформа,,,,,"В этой игре вам необходимо просто найти выход. Чтобы найти выход Вам достаточно спуститься на второй этаж и идти прямо не проваливаясь ни в какие ямы. Игра проходится за 3 минуты. Чтобы легче было пройти игру, Вам достаточно изменить в файле Phantis.gme оператор BNE на BR находящийся по адресу 33434 (глюки).",phantis6eff.zip,,PHANTIS-DV106b.zip,,,,,,,,1297763586_3.jpg,1297763594_1.jpg,1297763537_4.jpg,1297763565_2.jpg,1297763581_5.jpg,,,,,,,,https://r-games.net/813-phantis.html,,,,
702,PIGGY PUNK,"MMM&CHS corp., NSM",NVL corp.,,БК0010,Лабиринт,,NSM,,Английский,"Маленький Piggy по лесу гулял, где-то он яму там откопал, нога поскользнулась, Piggy упал. В злую пещеру бедный попал. Не испугался маленький свин, клады решил он собрать и уйти. Но не заметил маленький свин, что поджидал его злостный пузырь!",piggypunkd7b8.zip,,,,,,,,,,1492502386_1.png,1492502397_2.png,1492502351_3.png,1492502391_4.png,1492502394_5.png,1492502364_6.png,1492502357_7.png,,,,,,https://r-games.net/702-piggy-punk.html,,,,
543,PIPE DREAM,"Малышев А.В., Шишкин Н.В. (PG corp.), Малышев Анатолий","АО ""ОРИКС"" (ORICS SOFTWARE)",,БК0010,Логическая,,Малышев Анатолий,,Русский,"Ваша задача: построить трубопровод не меньше заданной длины, набирая максимум. Начиная с 5 уровня Вам будут мешать различные препятствия.",pipedreamd37d.zip,,,,,,,,,,1492583723_1.png,1492583705_2.png,1492583708_3.png,1492583706_4.png,1492583654_5.png,,,,,,,,https://r-games.net/543-pipedream.html,,,,
254,PLANE,SN,,,БК0010,Леталка-Стрелялка,,,,,"Хорошая леталка-стрелялка, с возможностью получения всевозможных бонусов в виде доп оружия и т.п.",plane7624.zip,,plane-x9c4a.zip,,,,,,,,1365150826_1.png,1365150899_2.png,1365150909_3.png,1405337543_r-games.net_1.png,1405337550_r-games.net_2.png,1405337489_r-games.net_3.png,1405337477_r-games.net_4.png,,,,,,https://r-games.net/254-plane.html,,,,
378,PLANET,Бортник Борис,BIL corp.,,БК0010,Аркада,,,,Русский / Английский,"Ваша задача: Уничтожить охрану планеты, чтобы сесть на её поверхность и найти вход в шахту.",planet5adc.zip,,,,,,,,,,1492586121_1.png,1492586079_2.png,1492586134_3.png,1492586107_4.png,1492586130_5.png,,,,,,,,https://r-games.net/378-planet.html,,,,
814,PLANET OF DEATH,Шахназаров К. (SHK corp.),ROC LTD.,,БК0010,Платформа,,,,Русский,Вы должны доехать до базы уничтожая всякую дрянь...,planetofdeathbk63dc.zip,,,,,,,,,,1492586760_1.png,1492586692_2.png,1492586738_3.png,1492586750_4.png,1492586745_5.png,1492586724_6.png,1492586729_7.png,,,,,,https://r-games.net/814-planet-of-death.html,,,,
544,PODVAL,Маныкин Вадим,,,БК0010,Логическая,,,,Английский,"Во время передвижения по лабиринту, за Вами появляется кирпичная кладка. Ваша задача: с помощью хитроумных перемещений замуровать весь подвал.",podvalde3d.zip,,,,,,,,,,1493026269_1.png,1493026292_2.png,1493026205_3.png,1493026226_4.png,,,,,,,,,https://r-games.net/544-podval.html,,,,
20761,PORNO,,King Soft,,БК0010,Эротическая,,,,,Порно от KingSoft,porno.zip,,,,,,,,,,1493714797_1.gif,,,,,,,,,,,,https://r-games.net/20761-porno.html,,,,
545,PPUH (ФОКАЛ),,,,БК0010 ФОКАЛ,Логическая,,,,,"Игра из серии найди нужную траекторию, чтобы попасть во вражеский танк",ppuhfocalb78b.zip,,,,,,,,,,1341922880_1.jpg,,,,,,,,,,,,https://r-games.net/545-ppuh-focal.html,,,,
39667,PRINCESS LEIA (БЕЙСИК),"Марков М., Малышев А., Малышев Анатолий",M corp.,,БК0010-01 БЕЙСИК,Платформа,,Малышев Анатолий,,Русский / Английский,"Лорд Вейдер стремясь силой задушить молодое повстанческое движение захватывает дипломатический корабль,на борту которого находилась юная принцесса ЛЕЯ "" Ваша задача спасти Лею . Но путь к месту где она находится не легок. А какие трудности могут испугать Героя ??? НИКАКИЕ !!! ВЫ ПОСЛЕДНЯЯ НАДЕЖДА",leia0d77.zip,,,,,,,,,,princess_leia_3.png,princess_leia_4.png,princess_leia_10.png,princess_leia_1.png,princess_leia_6.png,princess_leia_5.png,princess_leia_7.png,princess_leia.png,princess_leia_11.png,princess_leia_9.png,,,https://r-games.net/39667-princess-leia-beysik.html,,,,
20762,PULSAR,,,,БК0010,Эротическая,,,,,Следуйте инструкции на экране,pulsar.zip,,,,,,,,,,1493792805_1.png,1493792770_2.png,1493792719_3.png,,,,,,,,,,https://r-games.net/20762-pulsar.html,,,,
706,PUNK,DIM corp.,DIM corp.,,БК0010,Лабиринт,,,,Английский,Ваша задача - собрать все кувшины на игровом экране для перехода на следующий уровень. Для запуска игры лучше воспользоваться эмулятором EMU,punk_game6a6a.zip,,,,,,,,,,1493796176_1.png,1493796219_0.png,1493796211_2.png,1493796175_3.png,1493796140_4.png,,,,,,,,https://r-games.net/706-punk.html,,,,
25802,PUSH (БЕЙСИК),,,,БК0010-01 БЕЙСИК,"Лабиринт, Аркада",,,,,"Соберите в лабиринте все сейфы, для открытия входа на следующий уровень, при этом желательно не попадаться в руки (лапы) зеленых стражников.",PUSH78bc.zip,,,,,,,,,,1493797574_1.png,1493797512_2.png,1493797580_3.png,,,,,,,,,,https://r-games.net/25802-push-beysik.html,,,,
258,R-TYPE 2,"Дементьев А.В., EAGLE ltd, VOLAND",AVD corp.,,БК0010,Леталка-Стрелялка,,EAGLE ltd,VOLAND,Русский,Продолжение некогда популярной леталки R-TYPE,r-type2c634.zip,,,,,,,,,,1365149827_1.png,1365149807_2.png,1365149856_3.png,1365149831_4.png,1365149886_5.png,,,,,,,,https://r-games.net/258-r-type-2.html,,,,
257,R-TYPE,Дементьев А.В.,AVD corp.,,БК0010,Леталка-Стрелялка,,,,,"Ваша задача - управляя небольшим звездолетом, прорваться сквозь оборону инопланетян и уничтожить их базу. В игре 10 этапов. В архиве с игрой лежит редактор уровней, так что создавайте свои уровни и выкладывайте их на всеобщее обсуждение и прохождение.",r-type73a8.zip,,,,,,,,,,1310714197_1.jpg,1310714200_2.jpg,1310714220_3.jpg,1310714220_4.jpg,1310714232_5.jpg,,,,,,,,https://r-games.net/257-r-type.html,,,,
759,RACE,Марков А.,ACTION,,БК0010,Ралли,,,,Русский,"Вам ставится задача прибыть в пункт Z-12 за время не более 200 сек. Пункт Z-12 находится в направлении Вашего курса на расстоянии 100 единиц. В пути машина может выдержать не более двух аварий. На починку тратится не более 50 секунд. По пути следования Вы должны обезвредить банду опасных преступников, скрывающихся на вертолётах и мотоциклах.",racebk8a64.zip,,rplayfbda.zip,,,,,,,,1493798681_1.png,1493798720_2.png,1493798665_3.png,1493798632_4.png,1493798712_5.png,1493798644_6.png,,,,,,,https://r-games.net/759-race.html,,,,
546,RESCUE RANGERS++,Dale corp.,MMM&CHS corp.,,БК0010,Логическая,,,,Русский,"Игра по мотивам мультсериала ""Чип и Дэйл спешат на помощь"". Необходимо за 2 минуты посадить космический челнок на специальный аэропорт в пустыне.",rescue_rangersafdf.zip,,,,,,,,,,1493803312_1.png,1493803285_2.png,1493803379_3.png,1493803314_4.png,1493803353_5.png,,,,,,,,https://r-games.net/546-rescue-rangers.html,,,,
